VOC,Temperature,Humidity,VQI,Remaining_Days
0.02,27.5,72.0,96.07604912998976,8.5
0.0187,27.5,73.0,95.464483111566,8.3
0.02,27.5,73.0,95.2427157966564,8.3
0.02,27.5,74.0,94.40938246332308,8.0
0.0212,27.5,73.0,95.03800750597064,8.2
0.0226,27.5,75.0,93.1325145001706,7.6
0.0212,27.5,73.0,95.03800750597064,8.2
0.0165,27.5,73.0,95.83978164448992,8.5
0.0212,27.5,72.0,95.87134083930398,8.5
0.0212,27.7,74.0,93.00467417263732,7.6
0.0212,27.5,74.0,94.20467417263733,7.9
0.0212,27.5,74.0,94.20467417263733,7.9
0.0212,27.5,73.0,95.03800750597064,8.2
0.0212,27.5,72.0,95.87134083930398,8.5
0.0212,27.5,72.0,95.87134083930398,8.5
0.0212,27.5,73.0,95.03800750597064,8.2
0.0212,27.5,73.0,95.03800750597064,8.2
0.0187,27.5,72.0,96.29781644489934,8.6
0.0212,27.5,72.0,95.87134083930398,8.5
0.0212,27.5,72.0,95.87134083930398,8.5
0.0176,27.5,71.0,97.31879904469464,9.0
0.0212,27.4,71.0,97.30467417263732,9.0
0.0187,27.4,70.0,96.89781644489936,8.8
0.02,27.4,71.0,97.5093824633231,9.1
0.0176,27.4,70.0,97.08546571136132,8.9
0.0187,27.4,71.0,97.73114977823268,9.1
0.02,27.4,71.0,97.5093824633231,9.1
0.0154,27.4,72.0,97.46076424428524,9.0
0.0187,27.4,73.0,96.06448311156602,8.5
0.0187,27.4,73.0,96.06448311156602,8.5
0.02,27.4,73.0,95.84271579665644,8.5
0.0212,27.4,73.0,95.63800750597066,8.4
0.0212,27.4,75.0,93.971340839304,7.9
0.0212,27.4,73.0,95.63800750597066,8.4
0.0212,27.4,72.0,96.471340839304,8.7
0.0212,27.4,72.0,96.471340839304,8.7
0.02,27.4,74.0,95.0093824633231,8.2
0.0212,27.4,75.0,93.971340839304,7.9
0.0212,27.4,76.0,93.13800750597066,7.6
0.0212,27.5,76.0,92.53800750597064,7.4
0.0212,27.4,74.0,94.80467417263732,8.1
0.0212,27.4,75.0,93.971340839304,7.9
0.0212,27.4,75.0,93.971340839304,7.9
0.0226,27.4,76.0,92.89918116683724,7.5
0.0226,27.5,77.0,91.46584783350391,7.1
0.0212,27.5,74.0,94.20467417263733,7.9
0.0212,27.5,74.0,94.20467417263733,7.9
0.0226,27.5,73.0,94.79918116683726,8.1
0.0212,27.5,73.0,95.03800750597064,8.2
0.0212,27.4,71.0,97.30467417263732,9.0
0.0212,27.4,71.0,97.30467417263732,9.0
0.0212,27.6,77.0,91.10467417263732,7.0
0.0226,27.4,78.0,91.23251450017058,7.0
0.0212,27.5,77.0,91.70467417263733,7.2
0.0226,27.5,79.0,89.79918116683724,6.6
0.0226,27.5,77.0,91.46584783350391,7.1
0.0226,27.5,78.0,90.6325145001706,6.9
0.0226,27.5,79.0,89.79918116683724,6.6
0.0226,27.5,79.0,89.79918116683724,6.6
0.02,27.5,79.0,90.2427157966564,6.8
0.0212,27.5,79.0,90.03800750597067,6.7
0.0226,27.5,79.0,89.79918116683724,6.6
0.0212,27.5,79.0,90.03800750597067,6.7
0.0212,27.5,79.0,90.03800750597067,6.7
0.2985,27.3,72.0,48.56666666666668,0.0
0.1734,27.5,74.0,68.2408393039918,2.8
0.1145,27.5,73.0,79.12193790515182,4.3
0.0714,27.6,72.0,86.70771067894914,5.9
0.0745,27.7,72.0,85.57888092801092,5.6
0.0574,27.7,72.0,88.49597407028318,6.3
0.05,27.7,71.0,90.59167519617876,6.9
0.0392,27.9,71.0,91.23404981235072,7.0
0.0412,27.9,71.0,90.89286932787444,6.9
0.0335,28.0,72.0,90.77308085977482,6.9
0.0335,27.9,70.0,91.37308085977484,7.1
0.0372,27.9,70.0,90.74189696349367,6.9
0.0318,27.9,70.0,91.66308427157968,7.2
0.0372,28.0,71.0,90.97523029682702,7.0
0.0335,28.0,71.0,91.60641419310817,7.1
0.0412,28.0,71.0,90.29286932787444,6.8
0.0335,28.0,70.0,90.77308085977482,6.9
0.0372,28.0,70.0,90.14189696349368,6.7
0.0301,28.0,71.0,92.18642101671784,7.3
0.0318,27.9,70.0,91.66308427157968,7.2
0.0269,27.9,70.0,92.49897645854658,7.4
0.0392,27.9,70.0,90.4007164790174,6.8
0.0285,28.0,71.0,92.45936540429886,7.4
0.0392,28.0,71.0,90.63404981235072,6.9
0.0318,28.3,70.0,89.26308427157966,6.5
0.0212,28.4,69.0,89.63800750597066,6.6
0.0226,28.5,68.0,87.96584783350391,6.2
0.02,28.4,68.0,89.0093824633231,6.4
0.0176,28.4,68.0,89.41879904469465,6.5
0.0165,28.4,68.0,89.60644831115661,6.6
0.0165,28.5,68.0,89.00644831115659,6.4
0.0176,27.8,68.0,93.01879904469465,7.6
0.0165,28.4,69.0,90.43978164448994,6.8
0.0165,28.3,69.0,91.03978164448992,7.0
0.0154,28.4,70.0,91.46076424428522,7.1
0.0212,28.3,69.0,90.23800750597066,6.8
0.02,28.3,69.0,90.44271579665642,6.8
0.0187,28.5,69.0,89.46448311156601,6.6
0.0212,28.3,69.0,90.23800750597066,6.8
0.0212,28.3,69.0,90.23800750597066,6.8
0.0212,28.3,69.0,90.23800750597066,6.8
0.0134,28.3,69.0,91.56861139542816,7.1
0.0125,28.0,69.0,93.52214261344253,7.7
0.0187,28.0,69.0,92.464483111566,7.4
0.0165,28.3,69.0,91.03978164448992,7.0
0.0176,28.2,69.0,91.45213237802795,7.1
0.0165,28.3,69.0,91.03978164448992,7.0
0.0685,28.2,69.0,82.76908904810645,5.0
0.1188,28.9,69.0,69.9883998635278,3.0
0.1518,28.2,69.0,68.55892186966905,2.8
0.1322,28.2,70.0,72.73582395087,3.4
0.1623,28.2,70.0,67.60105765950188,2.7
0.0842,28.2,70.0,80.92415557830091,4.7
0.0354,28.3,70.0,88.64895939952233,6.4
0.024,28.2,71.0,92.02702149437052,7.3
0.0187,28.2,71.0,92.9311497782327,7.5
0.02,28.1,71.0,93.30938246332308,7.7
0.0187,28.2,72.0,92.09781644489937,7.3
0.0165,28.2,71.0,93.3064483111566,7.7
0.0165,27.9,70.0,94.27311497782328,8.0
0.0154,28.2,71.0,93.49409757761856,7.7
0.0165,28.2,71.0,93.3064483111566,7.7
0.0125,28.2,71.0,93.98880928010918,7.9
0.0154,28.3,72.0,92.06076424428522,7.3
0.0154,28.3,71.0,92.89409757761857,7.5
0.0116,28.3,71.0,93.5423404981235,7.7
0.0165,28.2,70.0,92.47311497782329,7.4
0.0144,28.3,72.0,92.23135448652336,7.3
0.0187,28.3,71.0,92.33114977823269,7.4
0.0165,28.3,71.0,92.7064483111566,7.5
0.0165,28.4,71.0,92.1064483111566,7.3
0.0165,28.3,70.0,91.87311497782323,7.2
0.0144,28.3,70.0,92.23135448652336,7.3
0.0144,28.3,71.0,93.06468781985669,7.6
0.0134,28.3,70.0,92.40194472876148,7.4
0.0187,28.3,70.0,91.49781644489934,7.1
0.0144,28.3,71.0,93.06468781985669,7.6
0.0176,28.3,71.0,92.51879904469462,7.4
0.02,28.4,71.0,91.50938246332308,7.1
0.02,28.4,71.0,91.50938246332308,7.1
0.02,28.5,71.0,90.9093824633231,7.0
0.0176,28.5,71.0,91.31879904469464,7.1
0.0187,28.4,71.0,91.73114977823268,7.2
0.02,28.4,70.0,90.67604912998976,6.9
0.0165,28.4,70.0,91.27311497782328,7.1
0.0165,28.5,71.0,91.5064483111566,7.1
0.0165,28.5,70.0,90.67311497782326,6.9
0.0144,28.5,70.0,91.03135448652336,7.0
0.0125,28.5,70.0,91.35547594677584,7.1
0.0125,28.5,70.0,91.35547594677584,7.1
0.0144,28.5,70.0,91.03135448652336,7.0
0.0085,28.5,69.0,91.20450358239508,7.0
0.0134,28.4,70.0,91.80194472876153,7.2
0.0134,28.3,70.0,92.40194472876148,7.4
0.0134,28.5,69.0,90.36861139542816,6.8
0.0134,28.5,69.0,90.36861139542816,6.8
0.0134,28.5,69.0,90.36861139542816,6.8
0.0092,28.5,70.0,91.91842374616172,7.2
0.0107,28.4,70.0,92.26253838280452,7.3
0.0134,28.4,70.0,91.80194472876153,7.2
0.0134,28.4,69.0,90.96861139542818,7.0
0.0116,28.4,69.0,91.27567383145686,7.1
0.0134,28.4,69.0,90.96861139542818,7.0
0.0134,28.3,70.0,92.40194472876148,7.4
0.0134,28.3,70.0,92.40194472876148,7.4
0.0078,28.3,70.0,93.35725008529512,7.7
0.0116,28.3,70.0,92.70900716479017,7.5
0.0125,28.3,71.0,93.38880928010916,7.7
0.0134,28.3,71.0,93.23527806209484,7.6
0.0125,28.3,71.0,93.38880928010916,7.7
0.0134,28.3,71.0,93.23527806209484,7.6
0.0125,28.3,71.0,93.38880928010916,7.7
0.0125,28.3,71.0,93.38880928010916,7.7
0.0134,28.3,71.0,93.23527806209484,7.6
0.0099,28.3,71.0,93.83234390992834,7.8
0.0116,28.3,71.0,93.5423404981235,7.7
0.0134,28.4,71.0,92.63527806209484,7.4
0.0134,28.3,72.0,92.40194472876148,7.4
0.0134,28.4,72.0,91.80194472876153,7.2
0.0134,28.3,72.0,92.40194472876148,7.4
0.0134,28.3,71.0,93.23527806209484,7.6
0.0134,28.3,71.0,93.23527806209484,7.6
0.0154,28.4,71.0,92.29409757761854,7.3
0.0116,28.4,71.0,92.94234049812351,7.5
0.0144,28.4,71.0,92.4646878198567,7.4
0.0134,28.4,71.0,92.63527806209484,7.4
0.0144,28.3,71.0,93.06468781985669,7.6
0.0144,28.3,71.0,93.06468781985669,7.6
0.0134,28.4,71.0,92.63527806209484,7.4
0.0134,28.3,71.0,93.23527806209484,7.6
0.0134,28.3,71.0,93.23527806209484,7.6
0.0107,28.3,71.0,93.69587171613784,7.8
0.0134,28.3,71.0,93.23527806209484,7.6
0.0134,28.3,71.0,93.23527806209484,7.6
0.0125,28.4,71.0,92.78880928010918,7.5
0.0134,28.2,71.0,93.83527806209484,7.8
0.0125,28.3,71.0,93.38880928010916,7.7
0.0125,28.3,71.0,93.38880928010916,7.7
0.0134,28.3,70.0,92.40194472876148,7.4
0.0125,28.3,70.0,92.55547594677584,7.4
0.0134,28.3,69.0,91.56861139542816,7.1
0.0134,28.3,69.0,91.56861139542816,7.1
0.0125,28.3,70.0,92.55547594677584,7.4
0.0134,28.3,70.0,92.40194472876148,7.4
0.0134,28.3,70.0,92.40194472876148,7.4
0.0125,28.6,71.0,91.58880928010916,7.1
0.0116,28.3,71.0,93.5423404981235,7.7
0.0134,28.3,71.0,93.23527806209484,7.6
0.0125,28.2,72.0,93.15547594677584,7.6
0.0116,28.3,73.0,91.87567383145682,7.2
0.0107,28.9,73.0,88.42920504947116,6.3
0.0125,28.4,73.0,91.12214261344252,7.0
0.0134,28.3,72.0,92.40194472876148,7.4
0.0134,28.5,73.0,90.36861139542816,6.8
0.0134,28.3,73.0,91.56861139542816,7.1
0.0134,28.2,73.0,92.16861139542816,7.3
0.0134,28.3,73.0,91.56861139542816,7.1
0.0134,28.3,73.0,91.56861139542816,7.1
0.0134,28.3,73.0,91.56861139542816,7.1
0.0134,28.3,73.0,91.56861139542816,7.1
0.0134,28.3,73.0,91.56861139542816,7.1
0.0134,28.3,73.0,91.56861139542816,7.1
0.0134,28.3,73.0,91.56861139542816,7.1
0.0134,28.2,73.0,92.16861139542816,7.3
0.0125,28.3,73.0,91.7221426134425,7.2
0.0125,28.3,73.0,91.7221426134425,7.2
0.0134,28.3,73.0,91.56861139542816,7.1
0.0134,28.5,74.0,89.53527806209483,6.6
0.0144,28.3,74.0,90.56468781985669,6.9
0.0134,28.3,74.0,90.73527806209484,6.9
0.0144,28.2,74.0,91.1646878198567,7.0
0.0134,28.3,74.0,90.73527806209484,6.9
0.0144,28.3,74.0,90.56468781985669,6.9
0.0144,28.8,75.0,86.73135448652336,5.9
0.0134,28.2,75.0,90.50194472876152,6.8
0.0125,28.3,75.0,90.05547594677583,6.7
0.0134,28.2,75.0,90.50194472876152,6.8
0.0134,28.2,74.0,91.33527806209484,7.1
0.0116,28.3,75.0,90.20900716479017,6.8
0.0144,28.3,75.0,89.73135448652336,6.6
0.2163,27.3,77.0,58.42251791197545,1.9
0.0912,27.3,76.0,80.59669054930059,4.6
0.0285,27.3,76.0,91.29269873763222,7.1
0.0187,27.4,75.0,94.39781644489936,8.0
0.0212,27.3,75.0,93.371340839304,7.7
0.0187,27.4,76.0,93.56448311156602,7.7
0.0165,27.4,76.0,93.93978164448994,7.8
0.0165,27.4,76.0,93.93978164448994,7.8
0.0165,27.4,76.0,93.93978164448994,7.8
0.0154,27.4,76.0,94.12743091095189,7.9
0.0154,27.4,76.0,94.12743091095189,7.9
0.0134,27.4,75.0,95.30194472876153,8.3
0.0144,27.4,75.0,95.13135448652336,8.2
0.0134,27.4,75.0,95.30194472876153,8.3
0.0154,27.4,75.0,94.96076424428524,8.2
0.0226,27.4,76.0,92.89918116683724,7.5
0.0187,27.4,73.0,96.06448311156602,8.5
0.0176,27.4,76.0,93.75213237802798,7.8
0.0165,27.4,76.0,93.93978164448994,7.8
0.0165,27.5,75.0,94.17311497782326,7.9
0.0187,27.5,75.0,93.79781644489935,7.8
0.0176,27.4,75.0,94.58546571136132,8.1
0.0144,27.4,75.0,95.13135448652336,8.2
0.0187,27.4,75.0,94.39781644489936,8.0
0.0187,27.4,75.0,94.39781644489936,8.0
0.0187,27.4,75.0,94.39781644489936,8.0
0.0165,27.4,75.0,94.77311497782328,8.1
0.0134,27.3,75.0,94.70194472876152,8.1
0.0176,27.2,76.0,92.552132378028,7.4
0.0176,27.1,77.0,91.11879904469468,7.0
0.0165,27.0,77.0,90.7064483111566,6.9
0.0176,27.0,77.0,90.51879904469466,6.8
0.0176,27.0,77.0,90.51879904469466,6.8
0.0187,27.0,78.0,89.49781644489936,6.6
0.0187,27.0,78.0,89.49781644489936,6.6
0.0187,27.0,77.0,90.3311497782327,6.8
0.0187,27.1,77.0,90.93114977823272,7.0
0.0187,27.1,77.0,90.93114977823272,7.0
0.0187,27.1,77.0,90.93114977823272,7.0
0.0176,27.2,77.0,91.71879904469463,7.2
0.0187,27.0,76.0,91.16448311156604,7.0
0.0176,27.2,77.0,91.71879904469463,7.2
0.0176,27.2,76.0,92.552132378028,7.4
0.0165,27.2,76.0,92.73978164448994,7.5
0.0212,27.2,77.0,91.10467417263732,7.0
0.0212,27.2,76.0,91.93800750597066,7.2
0.024,27.3,76.0,92.06035482770386,7.3
0.0187,27.1,76.0,91.76448311156604,7.2
0.0154,27.0,78.0,90.06076424428524,6.7
0.0144,26.9,77.0,90.4646878198567,6.8
0.0134,26.9,78.0,89.80194472876151,6.7
0.0134,26.8,78.0,89.20194472876153,6.5
0.0134,26.9,78.0,89.80194472876151,6.7
0.0134,26.9,77.0,90.63527806209486,6.9
0.0134,26.9,78.0,89.80194472876151,6.7
0.0144,27.0,77.0,91.06468781985672,7.0
0.0144,27.0,77.0,91.06468781985672,7.0
0.0144,27.1,77.0,91.66468781985672,7.2
0.0144,27.1,77.0,91.66468781985672,7.2
0.0144,27.1,77.0,91.66468781985672,7.2
0.0134,27.3,77.0,93.03527806209485,7.6
0.0134,27.1,77.0,91.83527806209489,7.2
0.0144,27.2,77.0,92.2646878198567,7.3
0.0144,27.2,76.0,93.09802115319005,7.6
0.0134,27.2,76.0,93.26861139542818,7.6
0.0134,27.3,77.0,93.03527806209485,7.6
0.0125,27.3,76.0,94.02214261344253,7.9
0.0144,27.3,76.0,93.69802115319004,7.8
0.0125,27.3,76.0,94.02214261344253,7.9
0.0107,27.3,76.0,94.32920504947118,8.0
0.0134,27.3,77.0,93.03527806209485,7.6
0.0144,27.3,77.0,92.86468781985673,7.5
0.0134,27.3,78.0,92.2019447287615,7.3
0.0116,27.3,77.0,93.34234049812352,7.7
0.0125,27.3,76.0,94.02214261344253,7.9
0.0078,27.3,76.0,94.8239167519618,8.1
0.0116,27.3,76.0,94.17567383145683,7.9
0.0065,27.4,76.0,95.64568406687135,8.4
0.0125,27.4,76.0,94.62214261344252,8.1
0.0116,27.4,76.0,94.77567383145684,8.1
0.0116,27.4,77.0,93.94234049812351,7.8
0.0116,27.4,76.0,94.77567383145684,8.1
0.0107,27.4,76.0,94.92920504947116,8.2
0.0054,27.4,76.0,95.83333333333334,8.5
0.0116,27.4,76.0,94.77567383145684,8.1
0.0071,27.4,75.0,96.37666325486182,8.7
0.0099,27.4,75.0,95.89901057659502,8.5
0.0085,27.4,75.0,96.13783691572844,8.6
0.0107,27.4,75.0,95.76253838280452,8.4
0.0092,27.4,75.0,96.01842374616172,8.5
0.0099,27.4,75.0,95.89901057659502,8.5
0.0092,27.4,75.0,96.01842374616172,8.5
0.0099,27.4,76.0,95.06567724326167,8.2
0.0099,27.4,75.0,95.89901057659502,8.5
0.0099,27.4,75.0,95.89901057659502,8.5
0.0116,27.5,76.0,94.17567383145683,7.9
0.0116,27.5,78.0,92.50900716479016,7.4
0.0116,27.9,78.0,90.10900716479016,6.7
0.0125,28.1,78.0,88.75547594677582,6.4
0.0085,28.3,73.0,92.40450358239508,7.4
0.0125,28.1,73.0,92.92214261344247,7.5
0.0125,27.9,72.0,94.95547594677583,8.2
0.0125,27.8,73.0,94.7221426134425,8.1
0.0125,27.6,73.0,95.9221426134425,8.5
0.0125,27.5,74.0,95.68880928010918,8.4
0.0134,27.4,74.0,96.13527806209486,8.6
0.0125,27.4,76.0,94.62214261344252,8.1
0.0125,27.3,75.0,94.85547594677584,8.1
0.0125,27.3,75.0,94.85547594677584,8.1
0.0125,27.2,75.0,94.25547594677586,7.9
0.0125,27.1,76.0,92.82214261344254,7.5
0.0085,27.1,76.0,93.50450358239512,7.7
0.0125,27.1,76.0,92.82214261344254,7.5
0.0125,27.1,76.0,92.82214261344254,7.5
0.0125,27.0,76.0,92.22214261344251,7.3
0.0125,27.1,76.0,92.82214261344254,7.5
0.0116,27.0,76.0,92.37567383145684,7.4
0.0125,27.1,76.0,92.82214261344254,7.5
0.0125,27.1,76.0,92.82214261344254,7.5
0.0125,27.1,76.0,92.82214261344254,7.5
0.0107,27.1,76.0,93.12920504947118,7.6
0.0116,27.2,76.0,93.57567383145684,7.7
0.0125,27.2,76.0,93.42214261344252,7.7
0.0125,27.2,76.0,93.42214261344252,7.7
0.0125,27.2,76.0,93.42214261344252,7.7
0.0125,27.2,75.0,94.25547594677586,7.9
0.0107,27.2,75.0,94.5625383828045,8.0
0.0099,27.2,74.0,95.53234390992836,8.4
0.0125,27.2,74.0,95.0888092801092,8.2
0.0085,27.1,74.0,95.1711702490618,8.2
0.0125,27.0,74.0,93.8888092801092,7.8
0.0125,27.0,75.0,93.05547594677586,7.6
0.0107,26.9,75.0,92.76253838280452,7.5
0.0125,27.2,75.0,94.25547594677586,7.9
0.0125,26.9,75.0,92.45547594677586,7.4
0.0116,26.8,75.0,92.0090071647902,7.3
0.0107,26.6,75.0,90.96253838280452,7.0
0.0116,26.8,75.0,92.0090071647902,7.3
0.0125,26.8,76.0,91.02214261344253,7.0
0.0125,26.7,76.0,90.42214261344252,6.8
0.0116,26.7,76.0,90.57567383145684,6.9
0.0116,26.6,76.0,89.97567383145686,6.7
0.0116,26.6,76.0,89.97567383145686,6.7
0.0125,26.6,76.0,89.82214261344254,6.7
0.0125,26.6,76.0,89.82214261344254,6.7
0.0125,26.6,76.0,89.82214261344254,6.7
0.0116,26.7,76.0,90.57567383145684,6.9
0.0125,26.7,76.0,90.42214261344252,6.8
0.0125,26.7,76.0,90.42214261344252,6.8
0.0125,26.6,76.0,89.82214261344254,6.7
0.0116,26.6,76.0,89.97567383145686,6.7
0.0125,26.6,76.0,89.82214261344254,6.7
0.0107,26.7,75.0,91.5625383828045,7.1
0.0107,26.5,75.0,90.36253838280452,6.8
0.0107,26.7,75.0,91.5625383828045,7.1
0.0107,26.5,75.0,90.36253838280452,6.8
